time_in_ms;speedA;speedB;GPIO1;GPIO2;GPIO3;GPIO4
1754675221086;0;60;1;0;0;1
1754675221336;0;60;1;0;0;1
1754675221586;0;60;1;0;0;1
1754675221836;38;60;0;0;0;0
1754675222086;0;60;0;0;0;0
1754675222336;0;60;1;0;0;1
1754675222586;0;60;1;0;0;1
1754675222836;0;60;1;0;0;1
1754675223086;0;60;1;0;0;1
1754675223336;50;60;0;0;0;0
1754675223586;17;60;0;0;0;0
1754675223836;0;60;0;0;0;0
1754675224086;0;60;1;0;0;1
1754675224336;0;60;1;0;0;1
1754675224586;1;60;0;0;0;0
1754675224836;53;60;0;0;0;0
1754675225086;13;60;0;0;0;0
1754675225336;0;60;0;0;0;0
1754675225586;0;60;1;0;0;1
1754675225836;0;60;0;0;0;0
1754675226086;0;60;1;0;0;1
1754675226336;51;60;0;0;0;0
1754675226586;60;60;0;0;0;0
1754675226836;60;60;1;0;0;1
1754675227086;60;60;0;0;0;0
1754675227336;60;60;0;0;0;0
1754675227586;60;60;1;0;0;1
1754675227836;60;60;0;0;0;0
1754675228086;60;60;0;0;0;0
1754675228336;42;60;1;0;0;1
1754675228586;8;60;1;0;0;1
1754675228836;0;60;1;0;0;1
1754675229086;0;60;1;0;0;1
1754675229336;47;60;0;0;0;0
1754675229586;14;60;0;0;0;0
1754675229836;60;60;0;0;0;0
1754675230086;60;60;0;1;1;0
1754675230336;7;60;0;0;0;0
1754675230586;27;60;0;0;0;0
1754675230836;48;60;0;0;0;0
1754675231086;60;60;0;0;0;0
1754675231336;53;60;0;0;0;0
1754675231586;32;60;0;0;0;0
1754675231836;10;60;0;0;0;0
1754675232086;0;60;0;0;0;0
1754675232336;0;60;1;0;0;1
1754675232586;0;60;1;0;0;1
1754675232836;0;60;1;0;0;1
1754675233086;0;60;1;0;0;1
1754675233336;0;60;1;0;0;1
1754675233586;0;60;1;0;0;1
1754675233836;48;60;0;0;0;0
1754675234086;60;60;0;0;0;0
1754675234336;60;60;0;0;0;0
1754675234586;60;60;1;0;0;1
1754675234836;60;60;1;0;0;1
1754675235086;60;60;0;0;0;0
1754675235336;60;60;0;0;0;0
1754675235586;60;60;0;0;0;0
1754675235836;1;60;1;0;0;1
1754675236086;0;60;1;0;0;1
1754675236336;0;60;1;0;0;1
1754675236586;0;60;1;0;0;1
1754675236836;55;60;0;0;0;0
1754675237086;60;60;0;0;0;0
1754675237336;60;60;0;1;1;0
1754675237586;39;60;0;0;0;0
1754675237836;12;60;0;0;0;0
1754675238086;47;60;0;0;0;0
1754675238336;23;60;0;0;0;0
1754675238586;0;60;0;0;0;0
1754675238836;0;60;1;0;0;1
1754675239086;0;60;1;0;0;1
1754675239336;0;60;1;0;0;1
1754675239586;0;60;1;0;0;1
1754675239836;0;60;1;0;0;1
1754675240086;60;60;0;0;0;0
1754675240336;60;60;0;0;0;0
1754675240586;60;60;1;0;0;1
1754675240836;60;60;1;0;0;1
1754675241086;60;60;1;0;0;1
1754675241336;60;60;1;0;0;1
1754675241586;60;60;0;0;0;0
1754675241836;60;60;0;0;0;0
1754675242086;33;60;1;0;0;1
1754675242336;0;60;1;0;0;1
1754675242586;0;60;1;0;0;1
1754675242836;0;60;1;0;0;1
1754675243086;0;60;1;0;0;1
1754675243336;60;60;0;0;0;0
1754675243586;42;60;0;1;1;0
1754675243836;0;60;0;1;1;0
1754675244086;0;60;0;0;0;0
1754675244336;0;60;0;0;0;0
1754675244586;0;60;1;0;0;1
1754675244836;0;60;1;0;0;1
1754675245086;0;60;1;0;0;1
1754675245336;31;60;0;0;0;0
1754675245586;60;60;0;0;0;0
1754675245836;60;60;0;0;0;0
1754675246086;60;60;1;0;0;1
1754675246336;60;60;1;0;0;1
1754675246586;60;60;1;0;0;1
1754675246836;56;60;0;0;0;0
1754675247086;35;60;0;0;0;0
1754675247336;14;60;0;0;0;0
1754675247586;0;60;0;0;0;0
1754675247836;0;60;0;0;0;0
1754675248086;0;60;1;0;0;1
1754675248336;0;60;1;0;0;1
1754675248586;0;60;1;0;0;1
1754675248836;0;60;1;0;0;1
1754675249086;0;60;1;0;0;1
1754675249336;0;60;1;0;0;1
1754675249586;0;60;1;0;0;1
1754675249836;0;60;1;0;0;1
1754675250086;0;60;1;0;0;1
1754675250336;60;60;0;0;0;0
1754675250586;60;60;0;0;0;0
1754675250836;60;60;1;0;0;1
1754675251086;60;60;1;0;0;1
1754675251336;60;60;1;0;0;1
1754675251586;44;60;0;0;0;0
1754675251836;5;60;0;0;0;0
1754675252086;0;60;1;0;0;1
1754675252336;0;60;1;0;0;1
1754675252586;0;60;1;0;0;1
1754675252836;0;60;1;0;0;1
1754675253086;0;60;1;0;0;1
1754675253336;0;60;1;0;0;1
1754675253586;51;60;0;0;0;0
1754675253836;60;60;0;0;0;0
1754675254086;60;60;0;0;0;0
1754675254336;60;60;1;0;0;1
1754675254586;60;60;1;0;0;1
1754675254836;48;60;0;0;0;0
1754675255086;14;60;0;0;0;0
1754675255336;0;60;0;0;0;0
1754675255586;0;60;1;0;0;1
1754675255836;0;60;1;0;0;1
1754675256086;0;60;1;0;0;1
1754675256336;0;60;1;0;0;1
1754675256586;0;60;1;0;0;1
1754675256836;0;60;1;0;0;1
1754675257086;5;60;0;0;0;0
1754675257336;60;60;0;0;0;0
1754675257586;60;60;0;0;0;0
1754675257836;60;60;1;0;0;1
1754675258086;60;60;1;0;0;1
1754675258336;60;60;1;0;0;1
1754675258586;60;60;1;0;0;1
1754675258836;35;60;0;0;0;0
1754675259086;0;60;0;0;0;0
1754675259336;0;60;1;0;0;1
1754675259586;0;60;1;0;0;1
1754675259836;0;60;1;0;0;1
1754675260086;0;60;1;0;0;1
1754675260336;0;60;1;0;0;1
1754675260586;0;60;1;0;0;1
1754675260836;0;60;1;0;0;1
1754675261086;5;60;0;0;0;0
1754675261336;34;60;0;0;0;0
1754675261586;60;60;0;0;0;0
1754675261836;60;60;1;0;0;1
1754675262086;60;60;1;0;0;1
1754675262336;60;60;1;0;0;1
1754675262586;23;60;0;0;0;0
1754675262836;17;60;0;0;0;0
1754675263086;41;60;0;0;0;0
1754675263336;60;60;0;0;0;0
1754675263586;33;60;0;0;0;0
1754675263836;0;60;0;0;0;0
1754675264086;0;60;1;0;0;1
1754675264336;0;60;1;0;0;1
1754675264586;0;60;1;0;0;1
1754675264836;0;60;1;0;0;1
1754675265086;0;60;1;0;0;1
1754675265336;0;60;1;0;0;1
1754675265586;0;60;1;0;0;1
1754675265836;15;60;0;0;0;0
1754675266086;60;60;0;0;0;0
1754675266336;60;60;0;0;0;0
1754675266586;60;60;1;0;0;1
1754675266836;60;60;1;0;0;1
1754675267086;60;60;1;0;0;1
1754675267336;60;60;1;0;0;1
1754675267586;60;60;1;0;0;1
1754675267836;7;60;0;0;0;0
1754675268086;0;60;0;0;0;0
1754675268336;0;60;1;0;0;1
1754675268586;0;60;1;0;0;1
1754675268836;0;60;1;0;0;1
1754675269086;0;60;1;0;0;1
1754675269336;0;60;1;0;0;1
1754675269586;7;60;0;0;0;0
1754675269836;60;60;0;0;0;0
1754675270086;60;60;0;0;0;0
1754675270336;60;60;1;0;0;1
1754675270586;60;60;1;0;0;1
1754675270836;60;60;1;0;0;1
1754675271086;46;60;0;0;0;0
1754675271336;4;60;0;0;0;0
1754675271586;35;60;0;0;0;0
1754675271836;60;60;0;0;0;0
1754675272086;19;60;0;1;1;0
1754675272336;60;60;0;1;1;0
1754675272586;7;60;0;0;0;0
1754675272836;0;60;0;0;0;0
1754675273086;0;60;1;0;0;1
1754675273336;0;60;1;0;0;1
1754675273586;0;60;1;0;0;1
1754675273836;0;60;1;0;0;1
1754675274086;0;60;1;0;0;1
1754675274336;0;60;1;0;0;1
1754675274586;0;60;1;0;0;1
1754675274836;53;60;0;0;0;0
1754675275086;24;60;0;0;0;0
1754675275336;0;60;0;0;0;0
1754675275586;0;60;1;0;0;1
1754675275836;0;60;1;0;0;1
1754675276086;42;60;0;0;0;0
1754675276336;60;60;0;0;0;0
1754675276586;60;60;1;0;0;1
1754675276836;60;60;1;0;0;1
1754675277086;60;60;1;0;0;1
1754675277336;0;60;0;0;0;0
1754675277586;0;60;1;0;0;1
1754675277836;0;60;1;0;0;1
1754675278086;0;60;1;0;0;1
1754675278336;60;60;0;0;0;0
1754675278586;60;60;0;0;0;0
1754675278836;60;60;1;0;0;1
1754675279086;60;60;1;0;0;1
1754675279336;22;60;0;0;0;0
1754675279586;0;60;0;0;0;0
1754675279836;0;60;1;0;0;1
1754675280086;0;60;1;0;0;1
1754675280336;0;60;1;0;0;1
1754675280586;0;60;1;0;0;1
1754675280836;0;60;1;0;0;1
1754675281086;0;60;1;0;0;1
1754675281336;60;60;0;0;0;0
1754675281586;60;60;0;0;0;0
1754675281836;60;60;1;0;0;1
1754675282086;60;60;1;0;0;1
1754675282336;60;60;1;0;0;1
1754675282586;35;60;0;0;0;0
1754675282836;0;60;0;0;0;0
1754675283086;0;60;1;0;0;1
1754675283336;0;60;1;0;0;1
1754675283586;0;60;1;0;0;1
1754675283836;0;60;1;0;0;1
1754675284086;0;60;1;0;0;1
1754675284336;0;60;1;0;0;1
1754675284586;0;60;1;0;0;1
1754675284836;0;60;1;0;0;1
1754675285086;10;60;0;0;0;0
1754675285336;48;60;0;0;0;0
1754675285586;20;60;0;0;0;0
1754675285836;0;60;0;0;0;0
1754675286086;0;60;1;0;0;1
1754675286336;49;60;0;0;0;0
1754675286586;60;60;0;0;0;0
1754675286836;60;60;1;0;0;1
1754675287086;60;60;1;0;0;1
1754675287336;60;60;1;0;0;1
1754675287586;60;60;1;0;0;1
1754675287836;60;60;0;0;0;0
1754675288086;60;60;0;0;0;0
1754675288336;14;60;1;0;0;1
1754675288586;0;60;1;0;0;1
1754675288836;0;60;1;0;0;1
1754675289086;0;60;1;0;0;1
1754675289336;0;60;1;0;0;1
1754675289586;60;60;0;0;0;0
1754675289836;60;60;0;1;1;0
1754675290086;0;60;0;0;0;0
1754675290336;0;60;0;0;0;0
1754675290586;0;60;1;0;0;1
1754675290836;0;60;1;0;0;1
1754675291086;0;60;1;0;0;1
1754675291336;0;60;1;0;0;1
1754675291586;47;60;0;0;0;0
1754675291836;40;60;0;0;0;0
1754675292086;17;60;0;0;0;0
1754675292336;0;60;0;0;0;0
1754675292586;0;60;1;0;0;1
1754675292836;47;60;0;0;0;0
1754675293086;60;60;1;0;0;1
1754675293336;60;60;1;0;0;1
1754675293586;0;60;0;0;0;0
1754675293836;0;60;1;0;0;1
1754675294086;0;60;1;0;0;1
1754675294336;0;60;1;0;0;1
1754675294586;0;60;1;0;0;1
1754675294836;60;59;0;0;0;0
1754675295086;60;31;0;0;0;0
1754675295336;60;4;0;0;0;0
1754675295586;60;0;0;0;0;0
1754675295836;60;0;1;0;0;1
1754675296086;60;32;0;0;0;0
1754675296336;60;60;0;0;0;0
1754675296586;60;60;0;0;0;0
1754675296836;60;60;1;0;0;1
1754675297086;60;60;1;0;0;1
1754675297336;55;60;0;0;0;0
1754675297586;14;60;0;0;0;0
1754675297836;0;60;1;0;0;1
1754675298086;0;60;1;0;0;1
1754675298336;0;60;1;0;0;1
1754675298586;0;60;1;0;0;1
1754675298836;0;60;1;0;0;1
1754675299086;0;60;1;0;0;1
1754675299336;0;60;1;0;0;1
1754675299586;0;60;1;0;0;1
1754675299836;60;60;0;0;0;0
1754675300086;60;60;0;0;0;0
1754675300336;60;60;0;0;0;0
1754675300586;60;60;1;0;0;1
1754675300836;60;60;1;0;0;1
1754675301086;60;60;1;0;0;1
1754675301336;20;60;0;0;0;0
1754675301586;0;60;0;0;0;0
1754675301836;0;60;1;0;0;1
1754675302086;0;60;1;0;0;1
1754675302336;0;60;1;0;0;1
1754675302586;60;60;0;0;0;0
1754675302836;43;60;1;0;0;1
1754675303086;6;60;1;0;0;1
1754675303336;19;60;1;0;0;1
1754675303586;31;60;1;0;0;1
1754675303836;44;60;1;0;0;1
1754675304086;56;60;1;0;0;1
1754675304336;60;60;0;0;0;0
1754675304586;60;60;0;0;0;0
1754675304836;5;60;1;0;0;1
1754675305086;0;60;1;0;0;1
1754675305336;0;60;1;0;0;1
1754675305586;60;60;0;0;0;0
1754675305836;60;60;0;1;1;0
1754675306086;60;60;0;1;1;0
1754675306336;4;60;0;0;0;0
1754675306586;0;60;0;0;0;0
1754675306836;0;60;1;0;0;1
1754675307086;0;60;1;0;0;1
1754675307336;0;60;1;0;0;1
1754675307586;9;60;0;0;0;0
1754675307836;60;60;0;0;0;0
1754675308086;33;60;1;0;0;1
1754675308336;0;60;1;0;0;1
1754675308586;0;60;1;0;0;1
1754675308836;0;60;1;0;0;1
1754675309086;0;60;1;0;0;1
1754675309336;34;60;0;0;0;0
1754675309586;60;60;0;0;0;0
1754675309836;38;60;1;0;0;1
1754675310086;7;60;1;0;0;1
1754675310336;0;60;1;0;0;1
1754675310586;0;60;1;0;0;1
1754675310836;0;60;1;0;0;1
1754675311086;0;60;1;0;0;1
1754675311336;60;60;0;0;0;0
1754675311586;60;60;0;1;1;0
1754675311836;60;60;0;1;1;0
1754675312086;6;60;0;0;0;0
1754675312336;0;60;0;0;0;0
1754675312586;0;60;1;0;0;1
1754675312836;0;60;1;0;0;1
1754675313086;20;60;0;0;0;0
1754675313336;60;60;0;0;0;0
1754675313586;18;60;1;0;0;1
1754675313836;13;60;1;0;0;1
1754675314086;31;60;1;0;0;1
1754675314336;50;60;1;0;0;1
1754675314586;60;60;0;0;0;0
1754675314836;60;60;0;0;0;0
1754675315086;60;60;1;0;0;1
1754675315336;60;60;1;0;0;1
1754675315586;49;60;0;0;0;0
1754675315836;0;60;0;0;0;0
1754675316086;0;60;1;0;0;1
1754675316336;0;60;1;0;0;1
1754675316586;0;60;1;0;0;1
1754675316836;0;60;1;0;0;1
1754675317086;51;60;0;0;0;0
1754675317336;60;60;0;0;0;0
1754675317586;60;60;1;0;0;1
1754675317836;42;60;0;0;0;0
1754675318086;21;60;0;0;0;0
1754675318336;1;60;0;0;0;0
1754675318586;0;60;1;0;0;1
1754675318836;0;60;1;0;0;1
1754675319086;0;60;1;0;0;1
1754675319336;0;60;1;0;0;1
1754675319586;0;60;1;0;0;1
1754675319836;0;60;1;0;0;1
1754675320086;0;60;1;0;0;1
1754675320336;0;60;1;0;0;1
1754675320586;32;60;0;0;0;0
1754675320836;60;60;0;0;0;0
1754675321086;60;60;0;0;0;0
1754675321336;60;60;1;0;0;1
1754675321586;60;60;1;0;0;1
1754675321836;60;60;1;0;0;1
1754675322086;57;60;0;0;0;0
1754675322336;13;60;0;0;0;0
1754675322586;0;60;1;0;0;1
1754675322836;0;60;1;0;0;1
1754675323086;0;60;1;0;0;1
1754675323336;0;60;1;0;0;1
1754675323586;0;60;1;0;0;1
1754675323836;0;60;1;0;0;1
1754675324086;0;60;1;0;0;1
1754675324336;15;60;0;0;0;0
1754675324586;60;60;0;0;0;0
1754675324836;60;60;0;0;0;0
1754675325086;60;60;1;0;0;1
1754675325336;60;60;1;0;0;1
1754675325586;57;60;0;0;0;0
1754675325836;10;60;0;0;0;0
1754675326086;0;60;1;0;0;1
1754675326336;0;60;1;0;0;1
1754675326586;0;60;1;0;0;1
1754675326836;0;60;1;0;0;1
1754675327086;0;60;1;0;0;1
1754675327336;10;60;0;0;0;0
1754675327586;60;60;0;0;0;0
1754675327836;60;60;0;1;1;0
1754675328086;0;60;0;0;0;0
1754675328336;0;60;1;0;0;1
1754675328586;0;60;1;0;0;1
1754675328836;0;60;1;0;0;1
1754675329086;8;60;0;0;0;0
1754675329336;35;60;0;0;0;0
1754675329586;60;60;0;0;0;0
1754675329836;46;60;1;0;0;1
1754675330086;22;60;1;0;0;1
1754675330336;2;60;1;0;0;1
1754675330586;29;60;1;0;0;1
1754675330836;56;60;1;0;0;1
1754675331086;60;60;0;0;0;0
1754675331336;60;60;0;0;0;0
1754675331586;60;60;0;0;0;0
1754675331836;60;60;1;0;0;1
1754675332086;0;60;0;0;0;0
1754675332336;0;60;1;0;0;1
1754675332586;0;60;1;0;0;1
1754675332836;0;60;1;0;0;1
1754675333086;0;60;1;0;0;1
1754675333336;0;60;1;0;0;1
1754675333586;0;60;1;0;0;1
1754675333836;2;60;0;0;0;0
1754675334086;28;60;0;0;0;0
1754675334336;54;60;0;0;0;0
1754675334586;60;60;1;0;0;1
1754675334836;60;60;1;0;0;1
1754675335086;60;60;0;0;0;0
1754675335336;60;60;0;0;0;0
1754675335586;56;60;1;0;0;1
1754675335836;0;60;1;0;0;1
1754675336086;0;60;1;0;0;1
1754675336336;0;60;1;0;0;1
1754675336586;6;60;0;0;0;0
1754675336836;60;60;0;0;0;0
1754675337086;52;60;0;0;0;0
1754675337336;0;60;0;0;0;0
1754675337586;0;60;0;0;0;0
1754675337836;0;60;1;0;0;1
1754675338086;0;60;1;0;0;1
1754675338336;0;60;1;0;0;1
1754675338586;0;60;1;0;0;1
1754675338836;0;60;1;0;0;1
1754675339086;0;60;1;0;0;1
1754675339336;0;60;1;0;0;1
1754675339586;60;60;0;0;0;0
1754675339836;60;60;0;0;0;0
1754675340086;60;60;0;0;0;0
1754675340336;60;60;1;0;0;1
1754675340586;60;60;1;0;0;1
1754675340836;60;60;1;0;0;1
1754675341086;60;60;0;0;0;0
1754675341336;60;60;0;0;0;0
1754675341586;60;60;0;0;0;0
1754675341836;14;60;1;0;0;1
1754675342086;0;60;1;0;0;1
1754675342336;0;60;1;0;0;1
1754675342586;0;60;1;0;0;1
1754675342836;50;60;0;0;0;0
1754675343086;60;60;0;1;1;0
1754675343336;0;60;0;0;0;0
1754675343586;0;60;0;0;0;0
1754675343836;0;60;1;0;0;1
1754675344086;0;60;1;0;0;1
1754675344336;0;60;1;0;0;1
1754675344586;0;60;0;0;0;0
1754675344836;60;60;0;0;0;0
1754675345086;60;60;0;0;0;0
1754675345336;60;60;1;0;0;1
1754675345586;60;60;1;0;0;1
1754675345836;48;60;0;0;0;0
1754675346086;8;60;0;0;0;0
1754675346336;0;60;1;0;0;1
1754675346586;0;60;1;0;0;1
1754675346836;0;60;1;0;0;1
1754675347086;0;60;1;0;0;1
1754675347336;0;60;1;0;0;1
1754675347586;0;60;1;0;0;1
1754675347836;29;60;0;0;0;0
1754675348086;60;60;0;0;0;0
1754675348336;57;60;1;0;0;1
1754675348586;40;60;1;0;0;1
1754675348836;23;60;1;0;0;1
1754675349086;6;60;1;0;0;1
1754675349336;0;60;1;0;0;1
1754675349586;60;60;0;0;0;0
1754675349836;60;60;0;0;0;0
1754675350086;60;60;0;1;1;0
1754675350336;0;60;0;0;0;0
1754675350586;0;60;1;0;0;1
1754675350836;0;60;1;0;0;1
1754675351086;0;60;1;0;0;1
1754675351336;26;60;0;0;0;0
1754675351586;60;60;0;0;0;0
1754675351836;60;60;1;0;0;1
1754675352086;29;60;0;0;0;0
1754675352336;0;60;1;0;0;1
1754675352586;0;60;1;0;0;1
1754675352836;0;60;1;0;0;1
1754675353086;0;60;1;0;0;1
1754675353336;0;60;1;0;0;1
1754675353586;60;60;0;0;0;0
1754675353836;60;60;0;0;0;0
1754675354086;60;60;0;0;0;0
1754675354336;60;60;1;0;0;1
1754675354586;54;60;0;0;0;0
1754675354836;23;60;0;0;0;0
1754675355086;0;60;0;0;0;0
1754675355336;0;60;1;0;0;1
1754675355586;0;60;1;0;0;1
1754675355836;0;60;1;0;0;1
1754675356086;0;60;1;0;0;1
1754675356336;0;60;1;0;0;1
1754675356586;0;60;1;0;0;1
1754675356836;0;60;1;0;0;1
1754675357086;38;60;0;0;0;0
1754675357336;60;60;0;0;0;0
1754675357586;60;60;0;0;0;0
1754675357836;60;60;1;0;0;1
1754675358086;60;60;1;0;0;1
1754675358336;60;60;1;0;0;1
1754675358586;60;60;1;0;0;1
1754675358836;46;60;0;0;0;0
1754675359086;24;60;0;0;0;0
1754675359336;2;60;0;0;0;0
1754675359586;0;60;0;0;0;0
1754675359836;0;60;1;0;0;1
1754675360086;0;60;1;0;0;1
1754675360336;0;60;1;0;0;1
1754675360586;0;60;1;0;0;1
1754675360836;0;60;1;0;0;1
1754675361086;17;60;0;0;0;0
1754675361336;60;60;0;0;0;0
1754675361586;60;60;1;0;0;1
1754675361836;33;60;0;0;0;0
1754675362086;0;60;1;0;0;1
1754675362336;0;60;1;0;0;1
1754675362586;0;60;1;0;0;1
1754675362836;0;60;1;0;0;1
1754675363086;0;60;1;0;0;1
1754675363336;60;60;0;0;0;0
1754675363586;34;60;0;0;0;0
1754675363836;0;60;0;0;0;0
1754675364086;0;60;1;0;0;1
1754675364336;0;60;1;0;0;1
1754675364586;0;60;1;0;0;1
1754675364836;30;60;0;0;0;0
1754675365086;7;60;0;0;0;0
1754675365336;41;60;0;0;0;0
1754675365586;60;60;0;0;0;0
1754675365836;41;60;0;0;0;0
1754675366086;0;60;0;0;0;0
1754675366336;0;60;1;0;0;1
1754675366586;0;60;1;0;0;1
1754675366836;0;60;1;0;0;1
1754675367086;0;60;1;0;0;1
1754675367336;0;60;1;0;0;1
1754675367586;0;60;1;0;0;1
1754675367836;0;60;1;0;0;1
1754675368086;0;60;1;0;0;1
1754675368336;0;60;1;0;0;1
1754675368586;37;60;0;0;0;0
1754675368836;39;60;0;0;0;0
1754675369086;10;60;0;0;0;0
1754675369336;0;60;1;0;0;1
1754675369586;0;60;1;0;0;1
1754675369836;56;60;0;0;0;0
1754675370086;0;60;0;0;0;0
1754675370336;51;60;1;0;0;1
1754675370586;58;60;1;0;0;1
1754675370836;60;60;0;0;0;0
1754675371086;60;60;0;0;0;0
1754675371336;60;60;0;0;0;0
1754675371586;41;60;1;0;0;1
1754675371836;5;60;1;0;0;1
1754675372086;17;60;1;0;0;1
1754675372336;37;60;1;0;0;1
1754675372586;56;60;1;0;0;1
1754675372836;60;60;0;0;0;0
1754675373086;60;60;0;0;0;0
1754675373336;60;60;0;0;0;0
1754675373586;0;60;1;0;0;1
1754675373836;0;60;1;0;0;1
1754675374086;0;60;1;0;0;1
1754675374336;0;60;1;0;0;1
1754675374586;60;60;0;0;0;0
1754675374836;60;60;0;1;1;0
1754675375086;0;60;0;0;0;0
1754675375336;0;60;1;0;0;1
1754675375586;0;60;1;0;0;1
1754675375836;0;60;1;0;0;1
1754675376086;38;60;0;0;0;0
1754675376336;60;60;0;0;0;0
1754675376586;60;60;0;0;0;0
1754675376836;60;60;0;0;0;0
1754675377086;60;60;1;0;0;1
1754675377336;60;60;1;0;0;1
1754675377586;47;60;0;0;0;0
1754675377836;1;60;0;0;0;0
1754675378086;0;60;1;0;0;1
1754675378336;0;60;1;0;0;1
1754675378586;0;60;1;0;0;1
1754675378836;0;60;1;0;0;1
1754675379086;0;60;1;0;0;1
1754675379336;0;60;1;0;0;1
1754675379586;0;60;1;0;0;1
1754675379836;0;60;1;0;0;1
1754675380086;0;60;1;0;0;1
1754675380336;6;60;0;0;0;0
1754675380586;60;60;0;0;0;0
1754675380836;60;60;1;0;0;1
1754675381086;60;60;1;0;0;1
1754675381336;60;60;1;0;0;1
1754675381586;42;60;0;0;0;0
1754675381836;0;60;0;0;0;0
1754675382086;0;60;1;0;0;1
1754675382336;0;60;1;0;0;1
1754675382586;0;60;1;0;0;1
1754675382836;0;60;1;0;0;1
1754675383086;0;60;1;0;0;1
1754675383336;0;60;1;0;0;1
1754675383586;51;60;0;0;0;0
1754675383836;60;60;1;0;0;1
1754675384086;60;60;1;0;0;1
1754675384336;43;60;0;0;0;0
1754675384586;0;60;0;0;0;0
1754675384836;0;60;1;0;0;1
1754675385086;0;60;1;0;0;1
1754675385336;0;60;1;0;0;1
1754675385586;60;60;0;0;0;0
1754675385836;60;60;0;0;0;0
1754675386086;20;60;1;0;0;1
1754675386336;0;60;1;0;0;1
1754675386586;0;60;1;0;0;1
1754675386836;60;60;0;0;0;0
1754675387086;60;60;0;1;1;0
1754675387336;9;60;0;0;0;0
1754675387586;21;60;0;0;0;0
1754675387836;44;60;0;0;0;0
1754675388086;60;60;0;0;0;0
1754675388336;58;60;0;0;0;0
1754675388586;0;60;0;0;0;0
1754675388836;0;60;0;0;0;0
1754675389086;0;60;1;0;0;1
1754675389336;0;60;1;0;0;1
1754675389586;0;60;1;0;0;1
1754675389836;0;60;1;0;0;1
1754675390086;0;60;1;0;0;1
1754675390336;0;60;1;0;0;1
1754675390586;0;60;1;0;0;1
1754675390836;0;60;1;0;0;1
1754675391086;0;60;1;0;0;1
1754675391336;60;60;0;0;0;0
1754675391586;60;60;1;0;0;1
1754675391836;60;60;1;0;0;1
1754675392086;60;60;1;0;0;1
1754675392336;60;60;0;0;0;0
1754675392586;60;60;0;0;0;0
1754675392836;60;60;0;0;0;0
1754675393086;17;60;1;0;0;1
1754675393336;0;60;1;0;0;1
1754675393586;0;60;1;0;0;1
1754675393836;60;60;0;0;0;0
1754675394086;60;60;0;1;1;0
1754675394336;0;60;0;0;0;0
1754675394586;0;60;0;0;0;0
1754675394836;0;60;1;0;0;1
1754675395086;0;60;1;0;0;1
1754675395336;0;60;1;0;0;1
1754675395586;0;60;1;0;0;1
1754675395836;0;60;1;0;0;1
1754675396086;0;60;1;0;0;1
1754675396336;60;60;0;0;0;0
1754675396586;60;60;0;0;0;0
1754675396836;60;60;0;0;0;0
1754675397086;60;60;1;0;0;1
1754675397336;60;60;1;0;0;1
1754675397586;27;60;0;0;0;0
1754675397836;0;60;0;0;0;0
1754675398086;0;60;1;0;0;1
1754675398336;0;60;1;0;0;1
1754675398586;0;60;1;0;0;1
1754675398836;0;60;1;0;0;1
1754675399086;0;60;1;0;0;1
1754675399336;0;60;1;0;0;1
1754675399586;0;60;1;0;0;1
1754675399836;60;60;0;0;0;0
1754675400086;60;60;0;0;0;0
1754675400336;60;60;1;0;0;1
1754675400586;60;60;1;0;0;1
1754675400836;60;60;1;0;0;1
1754675401086;60;60;1;0;0;1
1754675401336;54;60;0;0;0;0
1754675401586;23;60;0;0;0;0
1754675401836;0;60;0;0;0;0
1754675402086;0;60;1;0;0;1
1754675402336;0;60;1;0;0;1
1754675402586;0;60;1;0;0;1
1754675402836;0;60;1;0;0;1
1754675403086;0;60;1;0;0;1
1754675403336;0;60;1;0;0;1
1754675403586;0;60;1;0;0;1
1754675403836;4;60;0;0;0;0
1754675404086;60;60;0;0;0;0
1754675404336;60;60;0;0;0;0
1754675404586;60;60;1;0;0;1
1754675404836;60;60;1;0;0;1
1754675405086;60;60;1;0;0;1
1754675405336;19;60;0;0;0;0
1754675405586;0;60;0;0;0;0
1754675405836;0;60;1;0;0;1
1754675406086;0;60;1;0;0;1
1754675406336;0;60;1;0;0;1
1754675406586;0;60;1;0;0;1
1754675406836;0;60;1;0;0;1
1754675407086;58;60;0;0;0;0
1754675407336;60;56;0;1;1;0
1754675407586;60;22;0;1;1;0
1754675407836;60;36;0;1;1;0
1754675408086;60;60;0;0;0;0
1754675408336;60;60;0;0;0;0
1754675408586;60;60;0;0;0;0
1754675408836;60;60;0;0;0;0
1754675409086;60;60;1;0;0;1
1754675409336;60;60;0;0;0;0
1754675409586;60;60;0;0;0;0
1754675409836;51;60;1;0;0;1
1754675410086;0;60;1;0;0;1
1754675410336;0;60;1;0;0;1
1754675410586;0;60;1;0;0;1
1754675410836;0;60;1;0;0;1
1754675411086;0;60;1;0;0;1
1754675411336;0;60;1;0;0;1
1754675411586;60;60;0;0;0;0
1754675411836;60;60;0;0;0;0
1754675412086;60;60;1;0;0;1
1754675412336;60;60;1;0;0;1
1754675412586;60;60;1;0;0;1
1754675412836;34;60;0;0;0;0
1754675413086;6;60;0;0;0;0
1754675413336;0;60;0;0;0;0
1754675413586;0;60;1;0;0;1
1754675413836;0;60;1;0;0;1
1754675414086;0;60;1;0;0;1
1754675414336;0;60;1;0;0;1
1754675414586;0;60;1;0;0;1
